"Video","Views","Yesterday"
"Enrique Iglesias - Nunca Te Olvidaré (Official Music Video)","616,470,968","169,696"
"Lady Gaga - Alejandro (Official Music Video)","616,187,193","73,073"
"Beyoncé - Run the World (Girls) (Official Video)","615,775,753","57,699"
"Y2K, bbno$ - Lalala (Official Video)","615,735,760","48,924"
"Plan B - Fanatica Sensual Official Video","615,731,130","68,956"
"Teri Aankhon Mein Song: Divya K | Darshan R, Neha K | Pearl V Manan B | Radhika, Vinay | Bhushan K","615,462,758","101,516"
"Henrique e Juliano - LIBERDADE PROVISÓRIA - DVD Ao Vivo No Ibirapuera","615,419,347","307,877"
"Little Mix - Secret Love Song (Official Video) ft. Jason Derulo","615,253,757","109,533"
"Ricky Martin - Livin' La Vida Loca (Official Video)","614,815,070","146,119"
"Red Hot Chili Peppers - Scar Tissue [Official Music Video] [HD UPGRADE]","614,705,486","191,407"
"EXTASIS - Millonario Y @WCorona FT CARTEL DE SANTA (Video Oficial)","614,197,907","164,994"
"""Oh Humsafar"" Song | Neha Kakkar Himansh Kohli | Tony Kakkar | Bhushan Kumar | Manoj Muntashir","613,701,932","156,686"
"KHESARI LAL YADAV SUPERHIT MOVIE SONG - Saj Ke Sawar Ke (HD) | BHOJPURI SUPERHIT FULL VIDEO SONG","613,685,456","244,768"
"J.Balvin, Karol G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander - Poblado","613,491,629","174,229"
"Danny Ocean - Dembow (Official Audio)","613,404,414","140,672"
"Ozuna x Camilo - Despeinada (Video Oficial)","612,083,261","68,037"
"Patola Video Song | Blackmail | Irrfan Khan & Kirti Kulhari | Guru Randhawa","612,040,827","194,348"
"Selena Gomez, Marshmello - Wolves","612,038,230","90,075"
"Lal Dupatta Full Song | Mujhse Shaadi Karogi | Salman Khan,Priyanka Chopra |Alka Yagnik,Udit Narayan","611,615,890","114,923"
"Fuerza Regida X Edgardo Nuñez - Billete Grande (En Vivo 2022)","611,494,472","404,193"
"CKay - Love Nwantiti Remix ft. Joeboy & Kuami Eugene [Ah Ah Ah] [Official Music Video]","611,242,326","168,386"
"Lyrical:Tum Jo Aaye |Once Upon A Time In Mumbai| Ajay Devgn,Rahat Fateh Ali Khan,Tulsi Kumar, Pritam","610,758,676","673,768"
"GIGI D'AGOSTINO - L'AMOUR TOUJOURS ( OFFICIAL VIDEO )","610,632,405","192,822"
"Jeremy Zucker - comethru (Official Video)","610,465,980","90,004"
"Kesariya - Brahmāstra | Ranbir Kapoor, Alia Bhatt | Pritam | Arijit Singh | Amitabh Bhattacharya| 4K","610,390,219","100,577"
"Akon - Beautiful (Official Music Video) ft. Colby O'Donis, Kardinal Offishall","610,351,646","315,347"
"Canserbero - Jeremías 17:5 (Video Oficial)","610,089,686","124,106"
"Melendi - La promesa (Videoclip oficial)","609,771,990","148,728"
"Olivia Rodrigo - deja vu (Official Video)","609,638,897","240,387"
"Sebastián Yatra - Tacones Rojos (Official Video)","609,624,629","208,095"
"NIRA ISHQ : GURI (Official Song) Satti Dhillon | Romantic Song | GK Digital |  Geet MP3","609,387,206","119,223"
"Zé Ramalho - Sinônimos (Ao Vivo 2005) (Clipe Oficial)","609,062,885","133,561"
"Ishq Ka Raja - Addy Nagar (Official Video)- Hamsar Hayat - New Hindi Songs 2022","608,213,659","115,836"
"Palang Sagwan Ke | Khesari Lal Yadav, Aamrapali Dubey | Doli Saja Ke Rakhna | FULL SONG | Movie Song","607,974,041","312,008"
"Pop Smoke - For The Night (Visualizer) (Official) ft. Lil Baby, DaBaby","607,955,843","138,179"
"Ozuna - La Modelo Ft Cardi B (Video Oficial)","607,687,347","47,741"
"Gusttavo Lima - Apelido Carinhoso - DVD Buteco do Gusttavo Lima 2 (Vídeo Oficial)","607,484,904","44,520"
"Bubalu - Anuel AA x Prince Royce x Becky G x Mambo Kingz x Dj Luian","607,238,832","55,432"
"Paramore: Decode [OFFICIAL VIDEO]","607,049,853","185,027"
"Doja Cat - Say So (Official Video)","606,761,686","182,711"
"LP - Lost On You (Official Music Video)","606,713,457","102,234"
"Lou Bega - Mambo No. 5 (A Little Bit of...)","606,696,832","142,640"
"Humsafar (Full Video)  | Varun & Alia Bhatt | Akhil Sachdeva | ""Badrinath Ki Dulhania""","606,672,963","418,332"
"*NSYNC - Bye Bye Bye (Official Video)","606,026,406","206,171"
"One Direction - Perfect (Official Video)","606,003,252","67,190"
"Sebastián Yatra, Myke Towers - Pareja Del Año","605,786,528","134,282"
"정국 (Jung Kook) 'Seven (feat. Latto)' Official MV","605,473,379","281,069"
"The Weeknd, Ariana Grande - Die For You (Remix / Lyric Video)","605,346,799","551,168"
"Leandro Borges - Deus e Eu (Não conte seus maiores sonhos a ninguém) (Ao Vivo)","604,969,421","108,035"
"WAJAH TUM HO Full Video Song | HATE STORY 3 Songs | Zareen Khan, Karan Singh Grover | T-Series","604,658,790","187,603"
"Beyoncé - Irreplaceable","603,748,982","128,846"
"De La Ghetto ft. Daddy Yankee, Yandel & Ñengo Flow - Fronteamos Porque Podemos (Official Video)","603,647,101","142,929"
"Major Lazer - Sua Cara (Feat. Anitta & Pabllo Vittar) [Official Music Video]","603,563,756","30,926"
"Meghan Trainor - Lips Are Movin (Official Music Video)","602,984,669","9,803"
"Christina Aguilera - Pero Me Acuerdo De Tí (Video Oficial)","602,307,886","139,162"
"Gianluca Grignani - Mi Historia Entre Tus Dedos","602,220,771","572,838"
"K'NAAN - Wavin' Flag (Coca-Cola Celebration Mix)","601,878,246","182,768"
"Piso 21 & Micro TDH - Te Vi (Video Oficial)","601,767,982","116,055"
"Sebastián Yatra – Cómo Mirarte (Official Video)","601,708,052","38,523"
"Rita Ora - Let You Love Me [Official Video]","601,286,146","73,458"
"Chayanne - Bailando Bachata (Official Video)","601,137,697","489,264"
"Nickelback - How You Remind Me","601,038,804","66,415"
"Camilo, Evaluna Montaner - Por Primera Vez (Official Video)","600,874,025","70,168"
"Lamberghini (Full Video) | The Doorbeen Feat Ragini | Latest Punjabi Song 2018 | Speed Records","600,822,813","83,345"
"Marília Mendonça - Estranho (Agora Que São Elas 2 - Vídeo Oficial)","600,819,774","92,727"
"Avicii - Hey Brother (Lyric)","600,766,507","66,916"
"Daft Punk - One More Time (Official Video)","600,315,123","128,601"
"Diego & Victor Hugo, Bruno & Marrone - Facas (Ao Vivo)","600,072,829","85,999"
"Justin Timberlake - Cry Me A River (Official Video)","599,723,672","125,358"
"Route 94 - My Love (Official Video) ft. Jess Glynne","599,671,227","191,155"
"Apna Bana Le - Bhediya | Varun Dhawan, Kriti Sanon| Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya","599,122,217","259,039"
"6IX9INE ""Gotti"" (WSHH Exclusive - Official Music Video)","598,968,187","66,447"
"Cyndi Lauper - Time After Time (Official HD Video)","598,806,205","134,288"
"Elissa & Saad Lamjarred - Min Awel Dekika [Official Video] (2022) / اليسا وسعد لمجرد - من أول دقيقة","598,725,587","204,388"
"""Kabira Full Song"" Yeh Jawaani Hai Deewani | Pritam | Ranbir Kapoor, Deepika Padukone","598,389,043","193,526"
"Taylor Swift - Delicate","598,343,335","59,751"
"Carmen Twillie, Lebo M. - Circle of Life (From ""The Lion King"")","597,893,018","135,235"
"Jitni Dafa - Lyrical | PARMANU | John Abraham , Diana | Jeet Gannguli | RashmiVirag","597,600,569","415,509"
"Marshmello ft. Bastille - Happier (Official Lyric Video)","597,535,264","52,997"
"O Saathi Lyrical Video | Baaghi 2 | Tiger Shroff | Disha Patani | Arko | Ahmed Khan Sajid Nadiadwala","597,396,631","100,224"
"TWICE ""CHEER UP"" M/V","597,361,595","58,226"
"JESSE & JOY - Ecos de Amor (Video Oficial)","596,144,213","133,083"
"David Kushner - Daylight (Official Music Video)","595,841,678","389,224"
"NUEVA VIDA (Lyric Video) - Peso Pluma","595,747,227","649,912"
"Teri Baaton Mein Aisa Uljha Jiya (Title Track): Shahid Kapoor, Kriti Sanon | Raghav,Tanishk,Asees","595,035,701","229,573"
"Lil Uzi Vert - XO Tour Llif3 (Official Music Video)","594,270,301","84,709"
"Faint (Official Music Video) [4K UPGRADE] – Linkin Park","594,187,956","233,053"
"BTS (방탄소년단) 'Black Swan' Official MV","594,145,262","135,071"
"DaBaby - BOP on Broadway (Hip Hop Musical)","594,083,144","64,280"
"Sech - Que Mas Pues Remix ft. Maluma, Nicky Jam, Farruko, Justin Quiles, Dalex, Lenny Tavárez","593,975,982","135,533"
"BTS (방탄소년단) 'Life Goes On' Official MV","593,649,530","91,495"
"CantaJuego - La Mane","593,617,811","43,203"
"Zihaal e Miskin (Video) Javed-Mohsin | Vishal Mishra, Shreya Ghoshal | Rohit Z, Nimrit A | Kunaal V","593,224,775","255,105"
"Lil Tecca - Ransom (Official Music Video)","592,885,421","191,491"
"Crazy Frog - We Are The Champions (Official Video)","592,751,750","168,982"
"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole - Entre Nosotros REMIX (Video Oficial)","592,640,759","149,676"
"Flo Rida - Low (feat. T-Pain) [Official Video]","592,197,805","478,406"
"Cali Y El Dandee - Yo Te Esperaré","592,161,702","83,980"
"Lady Gaga - Judas (Official Music Video)","591,918,967","142,113"
"Henrique e Juliano - NA HORA DA RAIVA - DVD Novas Histórias - Ao vivo em Recife","591,727,677","210,763"
"DVBBS & Borgeous - TSUNAMI (Original Mix)","591,589,178","44,355"
"श्री हनुमान अमृतवाणी Shree Hanuman Amritwani Part 2 by Anuradha Paudwal I Full Video Song","591,568,532","43,314"
"MACKLEMORE FEAT LIL YACHTY - MARMALADE (OFFICIAL MUSIC VIDEO)","591,216,159","15,366"
"Badshah - DJ Waley Babu | feat Aastha Gill | Party Anthem | DJ Wale Babu","590,918,772","189,796"
"Marília Mendonça - De Quem É A Culpa? (Realidade - Ao Vivo)","590,751,145","87,010"
"Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix]","590,634,258","6,101"
"Bad Wolves - Zombie (Official Video)","590,604,156","85,091"
"Main Yahaan Hoon | Full Song | Veer-Zaara | Shah Rukh Khan, Preity Zinta | Madan Mohan, Udit Narayan","590,378,810","330,123"
"Meek Mill Ft. Nicki Minaj & Chris Brown - All Eyes On You (Official Video)","590,354,604","116,770"
"I'll Never Love Again (from A Star Is Born) (Official Music Video)","590,107,018","76,383"
"Beyoncé - Love On Top (Official Video)","589,889,459","67,613"
"Migos - Slippery feat. Gucci Mane [Official Video]","589,586,926","68,107"
"Saajanji Ghar Aaye Full Video - Kuch Kuch Hota Hai|Shah Rukh Khan,Kajol|Alka Yagnik","589,438,116","204,624"
"Bryson Tiller - Don't (Explicit Version)","589,384,148","138,292"
"Sting - Desert Rose","588,856,228","216,931"
"3 - Why This Kolaveri Di Official Video | Dhanush | Anirudh Ravichander | Shruti Haasan","588,523,727","246,561"
"Sabrina Carpenter - Espresso","588,304,860","624,190"
"MESITA, NICKI NICOLE, EMILIA, TIAGO PZK - UNA FOTO REMIX (Video Oficial)","588,258,363","217,174"
"Hozier - Take Me To Church","588,076,943","33,232"
"Creedence Clearwater Revival - Have You Ever Seen The Rain (Official)","587,630,924","269,867"
"Stephen Sanchez - Until I Found You (Official Video)","587,319,823","322,011"
"Chris Brown - Look at Me Now (Official Video) ft. Lil Wayne, Busta Rhymes","586,984,069","28,280"
"Natalia Lafourcade - Hasta la Raíz","586,391,110","199,338"
"Suit Full Video Song | Guru Randhawa Feat. Arjun | T-Series","585,991,596","87,666"
"GIMS - Est-ce que tu m'aimes ? (Clip officiel)","585,806,973","159,639"
"The Cranberries - Linger (Official Music Video)","585,688,768","197,540"
"Major Lazer – Light it Up (feat. Nyla & Fuse ODG) (Remix) [Official 4K Music Video]","585,432,368","36,576"
"Sean Paul - Got 2 Luv U (feat. Alexis Jordan) [Official Video]","585,247,337","92,949"
"ARIEL CAMACHO - HABLEMOS","585,028,168","88,888"
"Dilsinho - Péssimo Negócio (DVD Terra do Nunca Ao Vivo)","585,024,153","66,934"
"Bryant Myers ft. Anonimus, Anuel AA y Almighty - Esclava Remix (Video Oficial)","584,856,431","193,075"
"Hawayein Lyrical Video - Jab Harry Met Sejal | Shah Rukh Khan, Anushka | Arijit Singh | Pritam","584,630,924","149,453"
"Juice WRLD - Robbery (Official Music Video)","584,155,014","91,980"
"Madonna - Hung Up (Official Video) [HD]","583,957,115","169,329"
"Whitney Houston, Mariah Carey - When You Believe (Official HD Video)","583,923,106","139,163"
"Aventura - La Boda","583,480,677","134,531"
"One Direction - Kiss You (Official)","583,421,460","40,879"
"Camilo - Favorito (Official Video)","583,236,344","71,571"
"Sech - Relación (Video Oficial)","582,820,807","169,163"
"Ed Sheeran - Castle On The Hill [Official Music Video]","582,010,832","55,031"
"Queen - I Want To Break Free (Official Video)","581,926,402","50,604"
"Banjaara Full Video Song | Ek Villain | Shraddha Kapoor, Siddharth Malhotra","581,590,053","420,879"
"ITZY ""WANNABE"" M/V @ITZY","581,548,616","69,748"
"Zé Neto e Cristiano - STATUS QUE EU NÃO QUERIA - #EsqueceOMundoLaFora","581,007,332","77,256"
"Ladki Badi Anjani Hai - Full Video|Shah Rukh Khan,Kajol |Kumar Sanu,Alka Yagnik |Timeless Classics","580,872,858","183,381"
"The Notorious B.I.G. - Big Poppa (Official Music Video)","580,677,321","218,783"
"Bande Organisée - SCH / Kofs / Jul / Naps / Soso Maness / Elams / Solda / Houari // Clip Officiel","580,579,201","102,071"
"Guru Randhawa: Ishq Tera (Official Video) | Nushrat Bharucha | Bhushan Kumar | T-Series","580,396,169","116,931"
"COKA : Sukh-E Muzical Doctorz | Alankrita Sahai | Jaani | Arvindr Khaira | DM","580,336,697","27,765"
"Gustavo Mioto - Anti-Amor Part Jorge e Mateus","580,194,742","46,811"
"Avril Lavigne - When You're Gone (Official Video)","579,690,111","79,808"
"คู่คอง Ost.นาคี | ก้อง ห้วยไร่ | Official MV","579,519,019","48,452"
"Nicki Minaj - Right By My Side (Official Music Video) ft. Chris Brown","579,510,528","98,617"
"Master - Vaathi Coming Video | Thalapathy Vijay | Anirudh Ravichander | Lokesh Kanagaraj","578,592,324","127,869"
"W Sound 05 ""LA PLENA"" - Beéle, Westcol, Ovy On The Drums","578,267,259","692,400"
"Shakira, Maluma - Clandestino (Official Video)","577,735,059","66,132"
"Harrdy Sandhu - Bijlee Bijlee ft Palak Tiwari | Jaani | BPraak | Arvindr Khaira | Desi Melodies","577,343,202","41,902"
"Cosculluela, Bad Bunny - Madura (Video Oficial)","577,228,488","100,025"
"ILLSLICK - จูบ Remix Feat. หนึ่ง ETC [Official Audio] +Lyrics","577,068,882","104,071"
"Hardy Sandhu: HORNN BLOW Video Song | Jaani | B Praak | New Song 2016 | T-Series","576,992,833","114,285"
"Main Agar Saamne | Raaz | Dino Morea | Bipasha Basu | Abhijeet & Alka Yagnik | Hindi Hit Songs","576,604,212","455,197"
"Param Sundari -Official Video | Mimi | Kriti Sanon, Pankaj Tripathi | @ARRahman| Shreya Ghoshal","575,958,505","92,119"
"तेरी दुल्हन सजाऊंगी | Teri Dulhan Sajaoongi | Barsaat | Bobby Deol | Priyanka Chopra | Bipasha Basu","575,873,772","4,179"
"Ishq Sufiyana Lyrical | The Dirty Picture | Emraan Hashmi,Vidya Balan | Vishal - Shekhar","575,853,753","563,911"
"Calum Scott - Dancing On My Own (Official Video)","575,768,495","68,721"
"Cardi B - WAP feat. Megan Thee Stallion [Official Music Video]","575,737,672","113,939"
"Exclusive: LOVE DOSE Full Video Song | Yo Yo Honey Singh, Urvashi Rautela | Desi Kalakaar","575,563,015","150,887"
"Grupo Firme - El Beneficio De La Duda (Video Oficial)","575,186,447","900,819"
"Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk","574,969,328","176,795"
"Aastha Gill - Buzz feat Badshah | Priyank Sharma | Official Music Video","574,930,073","213,162"
"Tyga - Hookah ft. Young Thug","574,735,313","63,124"
"Tauba Tauba | Bad Newz | Vicky Kaushal | Triptii Dimri | Karan Aujla","574,663,443","263,726"
"Flo Rida - Club Can't Handle Me (feat David Guetta) [Official Video]","573,492,913","133,258"
"The Weeknd - Often (NSFW) (Official Video)","573,397,822","64,061"
"Zedd, Alessia Cara - Stay (Lyric Video)","573,359,146","65,398"
"Selena - Amor Prohibido","573,243,180","286,156"
"Carin Leon - No Es Por Acá (Video Oficial)","573,174,848","228,696"
"LAAL PARI (Song): Yo Yo Honey Singh | Sajid Nadiadwala | Tarun Mansukhani | Housefull 5","573,151,135","690,488"
"Grupo Revelação - Deixa Acontecer / Coração Radiante / Compasso Do Amor","573,071,702","156,472"
"Daddy Yankee - Llegamos a La Disco (Video Oficial)","572,689,233","131,848"
"Daddy Yankee & Anuel AA - Adictiva (Video Oficial)","571,976,752","45,994"
"Henrique e Juliano - VIDINHA DE BALADA - DVD O Céu Explica Tudo","571,824,874","162,999"
"Marília Mendonça - Supera (Todos Os Cantos - Ao Vivo)","571,612,939","80,294"
"[도깨비 OST Part 1] 찬열, 펀치 (CHANYEOL, PUNCH) - Stay With Me MV","571,312,642","143,723"
"Junior H - Y LLORO [Official Video]","571,024,651","454,345"
"Jai Jai Shivshankar | Full Song | WAR | Hrithik, Tiger | Vishal & Shekhar, Benny | Holi Song","570,897,821","83,161"
"Justin Bieber - Mistletoe (Official Music Video)","570,615,057","27,286"
"Nicki Minaj - Only ft. Drake, Lil Wayne, Chris Brown","570,379,711","40,157"
"Full Video: Har Dil Jo Pyar Karega Title Song |Salman Khan,Rani Mukherjee |Udit Narayan, Alka Yagnik","570,138,910","313,426"
"David Guetta - She Wolf (Falling To Pieces) ft. Sia (Official Video)","568,986,801","11,168"
"Kar Gayi Chull - Kapoor & Sons | Sidharth Malhotra, Alia Bhatt | Badshah | Amaal Mallik | Fazilpuria","568,980,144","167,763"
"เชือกวิเศษ - LABANOON「Official MV」","568,698,414","23,335"
"Savage Garden - Truly Madly Deeply (Official Video)","568,646,128","185,741"
"BTS (방탄소년단) '봄날 (Spring Day)' Official MV","568,173,403","68,831"
"Selena Gomez - Kill Em With Kindness","567,942,681","24,129"
"Hook Up Song -  Student Of The Year 2 | Tiger Shroff & Alia | Vishal and Shekhar |Neha Kakkar|Kumaar","567,876,731","56,654"
"Henrique e Juliano - Cuida Bem Dela (DVD Ao vivo em Brasília) [Vídeo Oficial]","567,548,446","220,657"
"Mora x Bad Bunny x Sech - Volando Remix (Video Oficial)","567,345,645","227,294"
"John Denver - Take Me Home, Country Roads (Official Audio)","566,802,001","92,109"
"Akon - I Wanna Love You ft. Snoop Dogg","566,633,740","231,973"
"Wham! - Wake Me Up Before You Go-Go (Official Video)","566,307,013","119,303"
"Nashe Si Chadh Gayi | Full Song | Befikre, Ranveer Singh, Vaani Kapoor, Arijit Singh, Vishal-Shekhar","566,264,113","248,121"
"Avril Lavigne - Wish You Were Here (Official Video)","565,971,654","106,192"
"Mariah Carey - Without You (Official HD Music Video)","565,348,934","146,137"
"Cardi B & Bruno Mars - Please Me (Official Video)","565,281,564","111,498"
"TWICE ""I CAN'T STOP ME"" M/V","564,965,293","78,742"
"Thalia - Equivocada (Live Version)","564,703,176","95,524"
"Adexe y Nau - Hasta El Amanecer (Nicky Jam Cover)","564,674,351","18,939"
"Jason Derulo - Talk Dirty feat. 2 Chainz [Official HD Music Video]","564,333,738","29,357"
"Ojitos Lindos","564,159,701","252,038"
"Mueka, Cosculluela - DM (Video Oficial)","564,122,279","410,343"
"Stray Kids ""神메뉴(God's Menu)"" M/V","564,014,874","128,912"
"The Beatles - The Beatles - Don't Let Me Down (Live Performance) [Mono / 2009 Remaster]","563,891,603","120,552"
"Shararat | Dhurandhar | Ranveer, Aditya Dhar, Shashwat, Jasmine, Madhubanti, Ayesha, Krystle","563,885,552","3,793,299"
"Skrillex & Rick Ross - Purple Lamborghini [Official Video]","563,838,406","32,706"
"Hamne Tumko Dil Ye De Diya Full Video - Gunaah | Dino, Bipasha | Alka Yagnik,Babul Supriyo","563,704,184","372,523"
"Offset - Clout ft. Cardi B (Official Video)","563,322,061","81,439"
"Jonas Blue - Rise ft. Jack & Jack (Official Video)","562,939,868","46,228"
"Kungs vs Cookin’ on 3 Burners - This Girl","562,742,462","63,478"
"Rihanna, Kanye West, Paul McCartney - FourFiveSeconds","562,659,280","63,768"
"Robin Schulz - Sun Goes Down feat. Jasmine Thompson (Official Music Video)","561,821,342","71,435"
"B Praak: Dil Tod Ke Official Song | Rochak Kohli , Manoj M |Abhishek S, Kaashish V | Bhushan Kumar","561,768,318","13,357"
"Calvin Harris - My Way (Official Video)","561,754,112","110,505"
"Reyli Barba - Amor del Bueno (Video)","561,662,565","98,692"
"Sinéad O'Connor - Nothing Compares 2 U (Official Music Video) [HD]","561,253,359","125,934"
"BAD BUNNY - SI VEO A TU MAMÁ | YHLQMDLG (Video Oficial)","561,213,767","130,451"
"Marília Mendonça - Eu Sei De Cor (Realidade - Ao Vivo)","561,149,446","26,601"
"BamBholle - Full Video | Laxmii | Akshay Kumar | Viruss | Ullumanati","560,783,111","187,068"
"Ed Sheeran - Perfect Symphony [with Andrea Bocelli] (Official Music Video)","560,640,432","56,750"
"Coldplay - Clocks (Official Video)","560,363,150","160,236"
"DNCE - Cake By The Ocean","560,335,371","59,929"
"3 Doors Down - Kryptonite (Official Video)","560,097,370","157,862"
"Miley Cyrus - The Backyard Sessions - ""Jolene""","559,876,370","146,675"
"Cartel de Santa, La Kelly - Shorty Party (Video Oficial)","559,631,043","325,734"
"Miley Cyrus - Malibu (Official Video)","559,584,758","38,619"
"System Of A Down - Aerials (Official HD Video)","559,400,266","186,966"
"Ayra Starr - Rush (Official Music Video)","558,596,322","405,173"
"Mac Miller - Self Care","558,477,637","95,539"
"Deewani Mastani - Official Video Song | Deepika Padukone | Shreya Ghoshal | SLB | Bajirao Mastani","558,082,943","178,746"
"LALA LORI : Fazilpuria ft. Deepti | Afsana Khan | Jaani | SukhE | Haryanvi Songs Haryanavi 2021","557,555,286","56,923"
"Tera Hone Laga Hoon Lyrical - Ajab Prem Ki Ghazab Kahani | Atif Aslam | Ranbir, Katrina K | Pritam","557,545,147","155,730"
"Pitbull - Como Yo Le Doy ft. Don Miguelo","557,348,212","1"
"Damas Gratis - Me Vas a extrañar (en vivo)  Feat Viru Kumbieron","557,299,905","62,914"
"Justin Bieber - Somebody To Love Remix ft. USHER","557,226,405","156,526"
"Cartoon, Jéja - On & On (feat. Daniel Levi) | Electronic Pop | NCS - Copyright Free Music","557,037,966","73,057"
"Main Tera Hero | Galat Baat Hai Full Video Song | Varun Dhawan, Ileana D'Cruz, Nargis Fakhri","556,122,307","362,247"
"Whitney Houston - I Wanna Dance With Somebody (Who Loves Me) (Official 4K Video)","555,895,966","160,043"
"""Lungi Dance Chennai Express"" New Video Feat. Honey Singh, Shahrukh Khan, Deepika","555,818,319","222,701"
"Dire Straits - Sultans Of Swing (Official Music Video)","555,761,831","465,793"
"Kelly Clarkson - Stronger (What Doesn't Kill You) [Official Video]","555,758,255","109,280"
"Si Tú La Ves - Nicky Jam Ft Wisin | Video Oficial","555,512,478","140,327"
"Marshmello ft. Khalid - Silence (Official Lyric Video)","555,371,645","37,755"
"BANDA MS - ME VAS A EXTRAÑAR (VIDEO OFICIAL)","554,991,613","52,610"
"GOA BEACH - @TonyKakkar  Neha Kakkar | Aditya Narayan | Kat | Anshul Garg | Hindi Song 2020","554,941,453","25,211"
"Smash Mouth - All Star","554,915,005","105,218"
"Terre Pyaar Mein (Official Video) | Surroor 2021 The Album | Himesh Reshammiya | Shivangi Verma","554,686,391","158,169"
"Feid - Feliz Cumpleaños Ferxxo (Official Video)","554,646,443","164,550"
"ห้องนอน - Fridaynight  to Sunday [ Official MV ]","554,330,573","103,410"
"Belanova - Rosa Pastel","554,158,048","281,686"
"Razzi Bolja । राज्जी बोल जा । Uttar Kumar & Bhaviya । Harjeet Deewana | Haryanvi Song","553,965,765","103,340"
"Lartiste - Chocolat feat. Awa Imani (Clip Officiel)","553,246,478","53,999"
"24kGoldn - Mood (Official Video) ft. iann dior","551,825,443","116,034"
"คำแพง - แซ็ค ชุมแพ [Official Audio]","551,484,054","7,349"
"Lil Peep - Save That Shit (Official Video)","550,906,745","67,745"
"Kasam Khake Kaho | Dil Hai Tumhaara | Preity Zinta Arjun & Mahima | Alka Yagnik, Kumar Sanu","550,837,257","287,737"
"HA-ASH - Te Dejo En Libertad (En Vivo)","550,710,442","10,522"
"M83 'Midnight City' Official video","550,639,019","158,460"
"JESSE & JOY, Mario Domm - Llorar (Video Oficial)","550,520,696","102,205"
"Dil Ke Badle Sanam (Full Song) Film - Kyon Ki ...It'S Fate","550,434,591","876,877"
"Baby Girl | Guru Randhawa Dhvani Bhanushali | Remo D'Souza | Bhushan Kumar | Vee","550,382,861","85,513"
"TWICE ""Feel Special"" M/V","550,308,831","56,974"
"Alejandro Fernández - Me Dedique A Perderte (Video Oficial)","550,305,031","79,147"
"Ryan Castro, Feid - Monastery (Vídeo Oficial)","550,293,773","210,359"
"Zara Larsson, MNEK - Never Forget You (Official Video)","550,217,935","25,809"
"Canserbero - Querer Querernos (Versión Acústica)","550,031,863","272,341"
"David Guetta ft Justin Bieber - 2U (The Victoria’s Secret Angels Lip Sync)","549,956,898","55,297"
"Ozuna x J Balvin x Chencho Corleone - Una Locura (Video Oficial)","549,667,722","300,624"
"Lil Pump - ESSKEETIT [Official Music Video]","548,539,571","15,283"
"Selena Gomez - Same Old Love","548,405,813","64,486"
"Marília Mendonça - Ciumeira (Todos Os Cantos - Ao Vivo)","548,355,151","38,431"
"Selena Gomez - Good For You","548,310,282","36,959"
"Demi Lovato - Cool for the Summer (Official Video)","548,266,597","105,704"
"Justin Bieber - I'll Show You","548,243,310","65,892"
"Reik - Te Fuiste de Aquí (Video Oficial)","548,093,763","137,181"
"LSD - Thunderclouds (Official Video) ft. Sia, Diplo, Labrinth","548,037,021","41,136"
"ILLSLICK - ถ้าเธอต้องเลือก [Official Lyrics Video]","547,677,479","77,450"
"Chris Brown - New Flame (Official Video) ft. Usher, Rick Ross","547,642,560","158,243"
"Abraham Mateo, Farruko, Christian Daniel - Loco Enamorado (Video Oficial)","547,351,206","71,001"
"Rihanna - Rehab (Official Music Video) ft. Justin Timberlake","547,336,009","115,448"
"BLESSD ❌ JUSTIN QUILES ❌ LENNY TAVAREZ | 💥 MEDALLO ( OFFICIAL VIDEO )","547,282,976","234,328"
"BAD BUNNY - TÚ NO METES CABRA (Video Oficial)","547,000,691","85,011"
"Mahmut Orhan - Feel feat. Sena Sener (Official Video) [Ultra Records]","546,986,535","84,773"
"El Bebeto - Seremos","546,701,483","81,669"
"21 Savage, Offset, Metro Boomin - Ric Flair Drip (Official Music Video)","546,285,759","88,917"
"Marc Anthony - Ahora Quien (Salsa Version)","546,003,711","176,418"
"Fuleragem - MC WM (KondZilla) | Official Music Video","545,960,781","40,905"
"Michael Jackson - Bad (Shortened Version)","545,557,298","732,293"
"Virgoun - Surat Cinta Untuk Starla | A Love Letter To Starla (Official Lyric Video)","545,554,531","185,183"
"Rudimental - These Days (feat. Jess Glynne, Macklemore & Dan Caplen) [Official Video]","545,467,879","63,568"
"Flo Rida - Whistle [Official Video]","545,318,119","24,807"
"Natti Natasha - Quién Sabe ❤ [Official Video]","545,283,413","40,299"
"Ryan Castro - JORDAN 🏀 (Video Oficial)","545,213,006","193,869"
"Jo Beech Bajariya Tune | Ansh Songs | Sapna Awasthi | Sharbani Mukherjee","545,079,992","272,002"
"BLACKPINK - 'Kill This Love' DANCE PRACTICE VIDEO (MOVING VER.)","545,012,760","55,381"
"Kiesza - Hideaway (Official Video)","544,552,331","43,046"
"Marília Mendonça - Alô Porteiro (Vídeo Oficial)","544,115,203","51,366"
"Demi Lovato - Sorry Not Sorry (Official Video)","544,097,452","29,426"
